City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,massakory,12.996,15.7293,25.61,24,5,4.55,TD,1731372574
367,poso,-1.3959,120.7524,26.68,84,100,0.6,ID,1731372575
368,rosa zarate,0.3333,-79.4667,23.8,72,10,1.59,EC,1731372576
369,tolga,34.7222,5.3785,17.04,61,11,9.85,DZ,1731372577
370,sinabang,2.4803,96.3801,26.01,87,100,2.68,ID,1731372578
371,rauma,61.1272,21.5113,5.37,81,100,5.38,FI,1731372579
372,hobyo,5.3505,48.5268,26.45,82,98,5.03,SO,1731372580
373,tsukumiura,33.0706,131.8572,19.45,76,1,2.46,JP,1731372582
374,manicore,-5.8092,-61.3003,23.72,92,10,1.32,BR,1731372583
375,namibe,-15.1961,12.1522,21.4,73,8,2.3,AO,1731372584
376,faya-largeau,17.9257,19.1043,21.02,28,3,6.94,TD,1731372585
377,zhelezinka,53.54,75.3072,-9.22,89,100,6.65,KZ,1731372586
378,bohuslav,49.5494,30.8744,0.2,88,53,1.31,UA,1731372588
379,debre tabor,11.85,38.0167,10.93,62,85,1.67,ET,1731372590
380,golere,16.2557,-14.1017,28.34,11,95,4.26,SN,1731372591
381,weiser,44.251,-116.9693,7.95,81,100,2.03,US,1731372592
382,saldanha,-33.0117,17.9442,13.03,91,99,6.95,ZA,1731372593
383,agua dulce,18.1333,-94.1333,24.96,89,58,4.2,MX,1731372594
384,ambovombe,-25.1667,46.0833,22.57,91,100,2.59,MG,1731372595
385,sumbawa besar,-8.5,117.4333,32.21,54,11,1.89,ID,1731372596
386,kholmsk,47.0511,142.0569,2.05,84,100,2.19,RU,1731372584
387,khandyga,62.6667,135.6,-20.64,97,92,0.79,RU,1731372598
388,quellon,-43.1167,-73.6167,9.36,93,100,2.98,CL,1731372599
389,buulobarde,3.8538,45.5674,25.49,69,100,3.01,SO,1731372600
390,chibougamau,49.9168,-74.3659,-1.21,100,100,7.72,CA,1731372601
391,kulhudhuffushi,6.6221,73.07,28.16,71,43,2.86,MV,1731372602
392,lebu,-37.6167,-73.65,11.61,73,73,7.4,CL,1731372604
393,pemangkat,1.1667,108.9667,27.05,79,100,1.85,ID,1731372605
394,maintirano,-18.0667,44.0167,26.26,79,34,2.9,MG,1731372606
395,shchuchyn,53.6014,24.7465,0.39,83,12,2.04,BY,1731372607
396,cabo san lucas,22.8909,-109.9124,27.17,61,20,4.63,MX,1731372370
397,peterhead,57.5058,-1.7981,8.01,80,92,5.15,GB,1731372609
398,inongo,-1.95,18.2667,21.33,94,7,1.84,CD,1731372610
399,drayton valley,53.2168,-114.9854,0.79,83,100,1.28,CA,1731372603
400,lae,-6.7221,146.9847,28.75,63,80,1.98,PG,1731372612
401,codrington,-38.2667,141.9667,22.22,47,100,1.23,AU,1731372613
402,i-n-salah,27.1935,2.4607,19.08,45,0,4.52,DZ,1731372615
403,ha'il,27.5219,41.6907,18.01,72,0,1.03,SA,1731372616
404,shache,38.4167,77.2406,6.18,66,6,1.95,CN,1731372617
405,new norfolk,-42.7826,147.0587,21.51,24,0,1.64,AU,1731372618
406,warner robins,32.621,-83.5999,19.09,96,0,0.0,US,1731372619
407,ghatanji,20.1333,78.3167,18.4,70,0,2.31,IN,1731372620
408,pacasmayo,-7.4006,-79.5714,18.26,84,94,6.65,PE,1731372621
409,rio grande,-32.035,-52.0986,16.49,90,100,6.75,BR,1731372622
410,thames,-37.1333,175.5333,19.53,62,84,3.05,NZ,1731372623
411,nayoro,44.3506,142.4578,4.88,69,99,4.02,JP,1731372624
412,jersey village,29.8877,-95.563,24.39,76,0,1.54,US,1731372625
413,emerald,-23.5333,148.1667,29.08,52,100,3.04,AU,1731372626
414,portales,34.1862,-103.3344,13.94,52,100,3.34,US,1731372627
415,kirensk,57.7853,108.1119,-2.2,85,100,2.88,RU,1731372629
416,ambalavao,-21.8333,46.9333,19.27,93,42,1.51,MG,1731372630
417,aras-asan,8.8908,126.3033,28.86,71,97,1.34,PH,1731372631
418,punta del este,-34.9667,-54.95,15.49,72,20,12.96,UY,1731372632
419,aragarcas,-15.8975,-52.2508,24.2,84,100,1.35,BR,1731372633
420,la passe,45.5549,-0.8967,9.52,87,7,6.36,FR,1731372634
421,turpan,42.9333,89.1667,6.67,65,1,0.9,CN,1731372635
422,yuzhno-kurilsk,44.0306,145.8556,7.45,70,100,4.92,RU,1731372636
423,mossendjo,-2.9506,12.7261,20.51,99,77,0.38,CG,1731372637
424,constitucion,-35.3333,-72.4167,13.79,70,0,6.59,CL,1731372638
425,susuman,62.7833,148.1667,-20.15,94,100,1.41,RU,1731372639
426,jayapura,-2.5333,140.7,27.66,74,86,0.98,ID,1731372640
427,puerto baquerizo moreno,-0.9,-89.6,20.96,73,56,4.71,EC,1731372642
428,harper,4.375,-7.7169,25.94,85,6,3.5,LR,1731372643
429,kedainiai,55.2883,23.9747,0.41,76,0,1.12,LT,1731372645
430,ciudad madero,22.2667,-97.8333,26.7,78,17,4.75,MX,1731372646
431,tual,-5.6667,132.75,28.25,72,100,4.65,ID,1731372647
432,shingu,33.7333,135.9833,20.83,68,37,0.92,JP,1731372648
433,sona,45.4388,10.8255,3.8,87,40,1.54,IT,1731372649
434,ambilobe,-13.2,49.05,24.69,81,100,0.56,MG,1731372650
435,songjianghe,42.1859,127.479,3.35,45,0,3.2,CN,1731372651
436,ciudad bolivar,8.1222,-63.5497,26.75,81,100,2.59,VE,1731372653
437,kolwezi,-10.7148,25.4667,15.96,97,100,1.98,CD,1731372654
438,carhuamayo,-10.9167,-76.0333,4.17,93,100,2.02,PE,1731372655
439,angaur state,6.906,134.13,29.03,69,15,2.68,PW,1731372657
440,minas de marcona,-15.2119,-75.1103,14.49,80,17,4.44,PE,1731372658
441,banda aceh,5.5577,95.3222,26.34,75,100,1.89,ID,1731372659
442,mumford,5.2618,-0.759,26.21,83,86,2.5,GH,1731372660
443,mount gambier,-37.8333,140.7667,19.42,61,85,2.35,AU,1731372364
444,pervomayskoye,43.919,46.7102,6.99,76,100,2.93,RU,1731372662
445,yaya,56.206,86.44,-10.29,87,100,6.12,RU,1731372663
446,montecito,34.4367,-119.6321,19.86,71,20,7.72,US,1731372664
447,chokwe,-24.5333,32.9833,22.32,89,97,3.25,MZ,1731372666
448,novi knezevac,46.05,20.1,2.36,41,87,1.74,RS,1731372667
449,singapore,1.2897,103.8501,28.92,81,75,2.06,SG,1731371996
450,nguigmi,14.2495,13.1092,23.38,27,2,5.34,NE,1731372669
451,champerico,14.3,-91.9167,27.61,76,98,0.88,GT,1731372670
452,yelovo,57.0538,54.9207,-6.82,94,92,3.6,RU,1731372672
453,karratha,-20.7377,116.8463,33.93,24,11,4.65,AU,1731372673
454,ribeira brava,32.65,-17.0667,21.35,75,30,0.28,PT,1731372674
455,labytnangi,66.6572,66.4183,-15.46,96,100,3.49,RU,1731372676
456,arraial do cabo,-22.9661,-42.0278,20.98,94,0,4.63,BR,1731372677
457,island harbour,50.724,-1.2758,6.67,67,0,2.24,GB,1731372678
458,villa ojo de agua,-29.5,-63.6938,14.41,45,76,1.18,AR,1731372679
459,bairnsdale,-37.8333,147.6167,21.7,66,1,1.79,AU,1731372680
460,port hedland,-20.3167,118.5667,37.03,15,99,7.72,AU,1731372681
461,jean-rabel,19.8533,-73.1917,26.2,87,100,2.6,HT,1731372682
462,abashiri,44.0213,144.2697,1.16,86,75,1.03,JP,1731372683
463,coahuayana de hidalgo,18.7,-103.6583,25.2,87,71,0.6,MX,1731372685
464,kayangel,8.0823,134.7173,29.05,70,5,3.93,PW,1731372686
465,warrnambool,-38.3833,142.4833,19.87,57,46,1.24,AU,1731372687
466,lamesa,32.7376,-101.951,17.36,34,71,3.75,US,1731372688
467,dolbeau-mistassini,48.8763,-72.212,1.26,99,100,2.82,CA,1731372689
468,richards bay,-28.783,32.0377,19.47,88,100,2.14,ZA,1731372690
469,tazovsky,67.4667,78.7,-24.25,96,87,5.31,RU,1731372691
470,ekibastuz,51.6667,75.3667,-10.93,86,20,6.91,KZ,1731372692
471,alofi,-19.0595,-169.9187,20.94,100,75,3.09,NU,1731372694
472,pedernales,18.0384,-71.744,25.04,91,100,4.2,DO,1731372695
473,plastun,44.7561,136.2939,4.18,58,99,1.09,RU,1731372696
474,wewak,-3.5534,143.6268,25.6,90,99,2.44,PG,1731372697
475,amahai,-3.3333,128.9167,28.7,69,73,1.18,ID,1731372698
476,coquimbo,-29.9533,-71.3436,14.85,74,0,3.6,CL,1731372700
477,arica,-18.475,-70.3042,19.13,72,40,3.09,CL,1731372701
478,arkhangel'sk,64.5401,40.5433,0.06,100,100,6.0,RU,1731372702
479,mar del plata,-38.0023,-57.5575,11.16,76,0,1.79,AR,1731372703
480,mezokovesd,47.8167,20.5833,2.18,62,100,1.12,HU,1731372705
481,plunge,55.9114,21.8442,-0.78,78,2,1.3,LT,1731372706
482,bangassou,4.7413,22.8184,20.1,98,25,0.5,CF,1731372707
483,sieradz,51.5958,18.7302,-0.33,60,42,0.94,PL,1731372708
484,murashi,59.3999,48.9615,-1.56,91,100,4.48,RU,1731372709
485,kavieng,-2.5744,150.7967,29.71,67,8,3.2,PG,1731372710
486,valle de la pascua,9.2155,-66.0073,24.6,86,75,2.74,VE,1731372711
487,ghat,24.9647,10.1728,18.59,28,7,1.05,LY,1731372712
488,kearney,40.6995,-99.0815,7.4,77,0,4.12,US,1731372713
489,port-cartier,50.0334,-66.8654,0.88,98,100,3.05,CA,1731372714
490,langepas,61.2544,75.2124,-18.0,89,99,5.61,RU,1731372715
491,presidencia de la plaza,-27.0015,-59.8424,15.64,71,100,5.22,AR,1731372716
492,nyurba,63.2842,118.3319,-17.96,98,96,1.25,RU,1731372718
493,kemer,36.5978,30.5606,17.53,70,99,2.03,TR,1731372719
494,luderitz,-26.6481,15.1594,14.89,81,17,7.16,NA,1731372720
495,lusambo,-4.9667,23.45,19.29,95,53,0.26,CD,1731372721
496,praia da vitoria,38.7333,-27.0667,21.14,88,75,9.16,PT,1731372722
497,polyarnyy,69.1989,33.4478,2.32,88,100,6.96,RU,1731372723
498,uzhgorod,48.6167,22.3,2.0,73,95,0.54,UA,1731372724
499,salym,60.0625,71.4789,-14.19,92,100,3.37,RU,1731372725
500,belyy yar,53.6039,91.3903,1.94,69,40,8.0,RU,1731372726
501,souillac,-20.5167,57.5167,24.21,73,20,3.09,MU,1731372727
502,chadan,51.2833,91.5833,-4.37,54,23,0.65,RU,1731372728
503,amungan,15.3652,119.9582,28.03,84,100,5.33,PH,1731372730
504,nova vicosa,-17.8919,-39.3719,23.48,78,0,2.03,BR,1731372731
505,sabang,5.8933,95.3214,27.36,70,100,2.63,ID,1731372732
506,bardai,11.65,7.2333,19.71,36,2,3.85,NG,1731372733
507,bridlington,54.0831,-0.1919,10.11,67,99,1.79,GB,1731372734
508,pankrushikha,53.8319,80.3406,-9.83,87,100,7.07,RU,1731372735
509,knyaze-volkonskoye,48.4642,135.4567,-2.81,67,100,5.17,RU,1731372736
510,batouri,4.4333,14.3667,20.0,75,95,1.46,CM,1731372737
511,selty,57.3132,52.1345,-5.53,91,98,3.33,RU,1731372738
512,santa terezinha,-29.9002,-50.0904,18.81,91,100,7.19,BR,1731372739
513,proletarsk,46.7031,41.7192,5.31,59,100,3.91,RU,1731372740
514,oltinko'l,40.8011,72.1634,9.19,63,100,0.9,UZ,1731372742
515,yanchep,-31.55,115.6833,18.46,63,35,4.41,AU,1731372743
516,mahajanga,-15.7167,46.3167,24.01,94,40,2.06,MG,1731372744
517,yeniseysk,58.4497,92.1703,-10.26,90,100,2.36,RU,1731372745
518,fortaleza,-3.7227,-38.5247,26.79,83,0,3.09,BR,1731372746
519,batang,-6.4846,110.7083,28.63,70,100,1.55,ID,1731372747
520,piacabucu,-10.4056,-36.4344,26.06,75,100,4.18,BR,1731372748
521,kincardine,56.0667,-3.7167,5.59,93,98,0.48,GB,1731372749
522,ceeldheer,3.8488,47.1806,26.1,82,100,4.81,SO,1731372750
523,matadi,-5.8167,13.45,24.57,96,99,0.67,CD,1731372751
524,masjed soleyman,31.9364,49.3039,24.5,34,93,0.85,IR,1731372753
